idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,salario_log,salario_boxcox,frequencia_estado,interacao_idade_nfilhos
28,1995-08-04,Santa Catarina,5750.38,Ensino Médio,1,Casado,Tecnologia,8.657195104996003,9.208255727222665,0.03523003824313362,28
22,2001-07-26,Distrito Federal,3302.26,Ensino Médio,1,Solteiro,Indústria,8.102665138611322,8.584108647677983,0.0363889210800788,22
31,1993-04-10,Pernambuco,6801.59,Ensino Médio,1,Casado,Saúde,8.825058700999868,9.398158463762089,0.03905435160505273,31
46,1977-07-14,Distrito Federal,3452.93,Ensino Fundamental,1,Divorciado,Saúde,8.147267992143412,8.634130617214934,0.0363889210800788,46
62,1961-06-30,São Paulo,7316.91,Ensino Superior,2,Solteiro,Indústria,8.898080047061327,9.480907443500637,0.0382431336191911,124
23,2000-08-11,Paraíba,3076.23,Ensino Médio,0,Casado,Indústria,8.031785120659837,8.504681663247728,0.03766369220071851,0
25,1998-11-08,Goiás,3268.8,Ensino Médio,0,Solteiro,Educação,8.092484099941313,8.572695055846411,0.03905435160505273,0
49,1974-10-19,Bahia,10181.14,Ensino Superior,1,Casado,Comércio,9.228390484122222,9.856287763029744,0.03592536794530073,49
61,1962-11-10,Alagoas,9928.59,Ensino Médio,0,Casado,Indústria,9.203274467163642,9.82768323067305,0.03279638428554873,0
59,1965-04-05,Pernambuco,9808.35,Ensino Superior,4,Casado,Educação,9.19109129144472,9.813811511537383,0.03905435160505273,236
50,1973-09-28,Sergipe,5225.2,Ensino Médio,1,Casado,Comércio,8.561439715535796,9.100129762526421,0.034766485108355547,50
22,2001-10-02,Sergipe,3645.0,Ensino Superior,1,Casado,Educação,8.201385955238608,8.694866048527011,0.034766485108355547,22
85,1939-04-10,Distrito Federal,2387.19,Ensino Fundamental,0,Casado,Tecnologia,7.778291035836519,8.221269653507647,0.0363889210800788,0
46,1978-02-22,Alagoas,7664.25,Ensino Médio,1,Casado,Tecnologia,8.944452406560071,9.533501646657092,0.03279638428554873,46
55,1968-05-29,Amazonas,3649.5,Ensino Médio,0,Casado,Comércio,8.20261942349614,8.696250884288785,0.039170239888747245,0
55,1968-07-21,Amazonas,4405.56,Ensino Médio,2,Casado,Educação,8.39084961869574,8.907862901264131,0.039170239888747245,110
42,1981-07-23,Piauí,4501.08,Ensino Médio,0,Casado,Saúde,8.412294791188849,8.932007667487795,0.03743191563332947,0
21,2002-07-18,Amazonas,2386.33,Ensino Fundamental,0,Viúvo,Educação,7.777930865631265,8.220867696104227,0.039170239888747245,0
18,2005-06-04,Mato Grosso do Sul,3485.57,Ensino Fundamental,1,Casado,Tecnologia,8.156673723901077,8.644683138462588,0.03557770309421718,18
28,1996-01-23,Roraima,3441.77,Ensino Médio,0,Solteiro,Saúde,8.14403165889978,8.630500019427652,0.037200139065940434,0
83,1940-10-17,Goiás,3432.61,Ensino Médio,1,Casado,Indústria,8.141367464827292,8.627511385793147,0.03905435160505273,83
65,1958-07-30,Maranhão,7609.68,Ensino Fundamental,3,Casado,Indústria,8.937307802974093,9.525396198559157,0.0363889210800788,195
23,2000-12-04,Rondônia,3468.81,Ensino Fundamental,1,Divorciado,Tecnologia,8.151855116398565,8.639276849485455,0.03569359137791169,23
78,1945-10-12,Espírito Santo,5986.45,Ensino Médio,1,Solteiro,Comércio,8.697420890953614,9.253721857869222,0.03430293197357747,78
22,2001-09-25,Rio Grande do Sul,5093.49,Ensino Médio,2,Solteiro,Indústria,8.535914842511245,9.07133200551503,0.0400973461583034,44
39,1984-06-03,Paraná,3446.2,Ensino Médio,0,Casado,Indústria,8.145317586301628,8.631942584384626,0.0395179047398308,0
54,1969-06-18,Pará,8094.16,Ensino Médio,4,Solteiro,Tecnologia,8.99902163120362,9.595436599096749,0.03812724533549658,216
28,1995-07-11,Amazonas,5517.69,Ensino Médio,3,Casado,Indústria,8.61589579226599,9.161603063327723,0.039170239888747245,84
24,1999-12-22,Bahia,3057.43,Ensino Fundamental,1,Solteiro,Indústria,8.025656991384578,8.497818312984288,0.03592536794530073,24
49,1974-04-26,Goiás,4611.62,Ensino Médio,0,Casado,Comércio,8.436551304270528,8.959326484255348,0.03905435160505273,0
30,1993-12-11,Rio Grande do Sul,6082.64,Ensino Médio,3,Solteiro,Indústria,8.713358480030843,9.27174282899291,0.0400973461583034,90
47,1977-03-19,Distrito Federal,19730.97,Ensino Superior,2,Casado,Tecnologia,9.889995441979474,10.613449879091261,0.0363889210800788,94
56,1967-09-12,Amazonas,4895.37,Ensino Médio,0,Casado,Tecnologia,8.496249393232175,9.026601101326232,0.039170239888747245,0
22,2002-02-18,Amazonas,4746.11,Ensino Médio,1,Solteiro,Educação,8.465291290812859,8.99170690478012,0.039170239888747245,22
22,2001-08-17,Espírito Santo,9137.8,Ensino Superior,0,Solteiro,Indústria,9.120284364800328,9.733238199429335,0.03430293197357747,0
18,2005-12-28,Pernambuco,2788.97,Ensino Médio,1,Casado,Comércio,7.933786122069429,8.394996375809702,0.03905435160505273,18
19,2004-09-22,São Paulo,2936.85,Ensino Médio,3,Casado,Indústria,7.9854333002909135,8.452783524684246,0.0382431336191911,57
21,2003-01-07,Roraima,2892.95,Ensino Fundamental,1,Casado,Educação,7.970377629917092,8.435933641543233,0.037200139065940434,21
59,1964-10-26,Pará,17026.17,Ensino Superior,0,Casado,Tecnologia,9.742565582513635,10.44411369301193,0.03812724533549658,0
22,2001-11-10,Goiás,5185.59,Ensino Médio,2,Solteiro,Comércio,8.553831727464024,9.091545167744751,0.03905435160505273,44
57,1967-04-03,Rondônia,4204.97,Ensino Médio,3,Divorciado,Educação,8.34426022356959,8.855433844282945,0.03569359137791169,171
53,1970-09-29,Bahia,8967.94,Ensino Médio,1,Casado,Comércio,9.101522776386629,9.711902318662153,0.03592536794530073,53
23,2001-01-25,Pernambuco,8801.98,Ensino Superior,0,Casado,Tecnologia,9.082845579505582,9.69066801926247,0.03905435160505273,0
88,1935-12-04,Amazonas,2813.73,Ensino Fundamental,2,Solteiro,Saúde,7.942621621231226,8.404879279264321,0.039170239888747245,176
25,1998-08-10,Distrito Federal,4038.33,Ensino Médio,1,Casado,Comércio,8.303834115617802,8.809968525177931,0.0363889210800788,25
88,1936-03-17,Goiás,4843.84,Ensino Superior,0,Solteiro,Tecnologia,8.48566950004376,9.014674338041642,0.03905435160505273,0
18,2006-02-14,Acre,7335.02,Ensino Médio,0,Casado,Tecnologia,8.900551740213936,9.483709898825746,0.036620697647467844,0
24,1999-07-24,Maranhão,5096.93,Ensino Médio,0,Solteiro,Educação,8.53658985396694,9.072093435650093,0.0363889210800788,0
65,1958-06-03,Paraíba,13917.07,Ensino Médio,0,Viúvo,Indústria,9.540943274850402,10.213102354338876,0.03766369220071851,0
18,2006-03-24,Distrito Federal,6734.71,Pós-graduação,2,Casado,Educação,8.815178502738856,9.386968610251119,0.0363889210800788,36
19,2005-01-12,Sergipe,8549.4,Pós-graduação,4,Casado,Indústria,9.053733344462216,9.65758117561941,0.034766485108355547,76
85,1939-01-04,Santa Catarina,13081.43,Ensino Médio,2,Casado,Indústria,9.47902538757277,10.14229096919277,0.03523003824313362,170
59,1964-11-07,São Paulo,12474.65,Ensino Superior,0,Casado,Educação,9.431534023470759,10.088020158035468,0.0382431336191911,0
34,1989-07-01,Piauí,7565.66,Pós-graduação,2,Solteiro,Tecnologia,8.931507033743728,9.518815911964479,0.03743191563332947,68
37,1986-09-23,Goiás,10279.89,Ensino Médio,0,Casado,Tecnologia,9.238042111137167,9.867282659865147,0.03905435160505273,0
33,1990-12-01,Sergipe,10491.23,Ensino Superior,0,Casado,Tecnologia,9.258390262210465,9.890467682148673,0.034766485108355547,0
61,1962-12-11,Minas Gerais,4189.37,Ensino Médio,0,Solteiro,Educação,8.340544314506744,8.851253655625559,0.03673658593116236,0
30,1994-03-05,Amazonas,4253.02,Ensino Superior,0,Casado,Comércio,8.355619697206583,8.868213972542577,0.039170239888747245,0
19,2005-03-13,São Paulo,3472.01,Ensino Médio,4,Casado,Saúde,8.152776932094953,8.640311062170941,0.0382431336191911,76
27,1996-07-26,São Paulo,5043.59,Ensino Médio,5,Solteiro,Tecnologia,8.526071660902485,9.060229469702556,0.0382431336191911,135
53,1971-02-14,Pernambuco,16878.91,Pós-graduação,2,Casado,Educação,9.73387943638218,10.434147874905358,0.03905435160505273,106
45,1978-12-24,Roraima,9106.5,Ensino Médio,0,Solteiro,Saúde,9.11685352888272,9.729336193728749,0.037200139065940434,0
40,1983-12-17,Distrito Federal,6051.48,Ensino Fundamental,3,Solteiro,Tecnologia,8.708223384387093,9.265936024473302,0.0363889210800788,120
43,1981-04-06,Rondônia,6732.19,Ensino Médio,0,Casado,Comércio,8.814804307365899,9.386544844621362,0.03569359137791169,0
27,1996-10-17,Minas Gerais,2975.55,Ensino Médio,0,Divorciado,Indústria,7.998520190705338,8.467432913443075,0.03673658593116236,0
45,1978-08-02,Paraíba,11210.57,Ensino Superior,1,Solteiro,Comércio,9.324701559783266,9.966070098074775,0.03766369220071851,45
22,2001-12-10,Mato Grosso,4559.16,Ensino Superior,0,Casado,Educação,8.42511298961217,8.946442955408395,0.03557770309421718,0
39,1984-05-22,Amapá,4054.92,Ensino Fundamental,0,Solteiro,Comércio,8.307932821210624,8.814576962709905,0.0369683624985514,0
55,1969-01-28,Tocantins,12509.8,Pós-graduação,1,Casado,Saúde,9.434347550257245,10.091234305506061,0.0369683624985514,55
59,1964-08-12,Acre,3654.98,Ensino Fundamental,1,Divorciado,Comércio,8.204119462099559,8.697935035589646,0.036620697647467844,59
49,1975-01-10,Rio de Janeiro,8611.1,Ensino Superior,0,Casado,Saúde,9.060923470121436,9.665751684138648,0.03592536794530073,0
63,1960-11-07,Rio Grande do Sul,6666.87,Ensino Médio,2,Casado,Comércio,8.805055747579853,9.375505666139482,0.0400973461583034,126
19,2005-02-04,Pernambuco,1593.65,Ensino Fundamental,1,Solteiro,Educação,7.374409555402724,7.7718105515584766,0.03905435160505273,19
20,2003-10-12,Rio Grande do Sul,5069.23,Ensino Médio,0,Solteiro,Saúde,8.531141460447792,9.065947715829228,0.0400973461583034,0
56,1967-10-25,Pernambuco,11820.72,Ensino Superior,1,Divorciado,Saúde,9.377693796448103,10.026538153092606,0.03905435160505273,56
53,1971-02-25,Pernambuco,14303.7,Ensino Superior,2,Viúvo,Tecnologia,9.56834343357608,10.244457855341869,0.03905435160505273,106
61,1963-04-05,Rondônia,4946.28,Ensino Médio,0,Solteiro,Comércio,8.506593209585562,9.038263455835246,0.03569359137791169,0
54,1969-09-30,Roraima,5003.55,Ensino Médio,1,Divorciado,Educação,8.518102777617257,9.051242162946656,0.037200139065940434,54
43,1980-10-04,Rondônia,5648.23,Ensino Médio,3,Casado,Saúde,8.63927453166725,9.188008891364836,0.03569359137791169,129
18,2006-01-05,Espírito Santo,6662.12,Ensino Superior,0,Solteiro,Educação,8.80434312230581,9.374698755470304,0.03430293197357747,0
52,1971-06-22,Mato Grosso do Sul,7833.93,Ensino Médio,1,Casado,Indústria,8.966347220480905,9.558346082748322,0.03557770309421718,52
79,1944-09-24,Santa Catarina,2999.89,Ensino Fundamental,0,Casado,Indústria,8.006664190320059,8.476550624914465,0.03523003824313362,0
42,1981-05-14,Bahia,7863.54,Ensino Superior,4,Casado,Tecnologia,8.970119326814372,9.562627134391741,0.03592536794530073,168
31,1992-11-29,Espírito Santo,2540.53,Ensino Fundamental,0,Divorciado,Indústria,7.840521540870014,8.290750867537215,0.03430293197357747,0
33,1991-03-28,Maranhão,6179.44,Ensino Médio,1,Casado,Saúde,8.729144745328325,9.289596691293356,0.0363889210800788,33
64,1959-08-09,Mato Grosso,7677.11,Ensino Fundamental,0,Solteiro,Indústria,8.946128702105682,9.535403497767753,0.03557770309421718,0
22,2002-01-11,Bahia,5261.29,Ensino Médio,2,Casado,Educação,8.568321572206289,9.107895809346832,0.03592536794530073,44
63,1961-02-12,Goiás,4388.63,Ensino Fundamental,0,Solteiro,Tecnologia,8.387000220057114,8.903529700288923,0.03905435160505273,0
25,1998-09-24,Rio Grande do Sul,7653.98,Ensino Médio,1,Casado,Saúde,8.943111695416915,9.531980567214537,0.0400973461583034,25
54,1969-06-29,Acre,3615.51,Ensino Médio,0,Solteiro,Tecnologia,8.193264751389895,8.68574883687337,0.036620697647467844,0
27,1996-05-04,Rio Grande do Norte,6736.01,Ensino Médio,3,Casado,Indústria,8.815371485299769,9.387187158393786,0.037316027349634955,81
48,1975-12-09,Ceará,8778.35,Ensino Médio,0,Casado,Comércio,9.080157651998006,9.687612547204019,0.04125622899524858,0
29,1994-09-23,Bahia,5750.17,Ensino Superior,0,Solteiro,Comércio,8.657158591353372,9.208214468552328,0.03592536794530073,0
77,1946-05-13,Tocantins,12245.98,Ensino Médio,0,Solteiro,Saúde,9.413034654966962,10.066889825298379,0.0369683624985514,0
47,1976-06-15,Rondônia,7152.08,Ensino Médio,1,Casado,Indústria,8.875298312164393,9.455081657391679,0.03569359137791169,47
47,1977-02-26,Rio Grande do Norte,5305.75,Ensino Superior,1,Casado,Indústria,8.576734874124554,9.1173910882949,0.037316027349634955,47
43,1980-06-10,Distrito Federal,4721.31,Ensino Médio,1,Casado,Educação,8.460053365638824,8.985804523863237,0.0363889210800788,43
31,1993-02-07,Acre,6056.4,Ensino Médio,0,Casado,Comércio,8.709035944093829,9.266854845034844,0.036620697647467844,0
18,2005-07-26,Amazonas,2386.9,Ensino Fundamental,1,Casado,Educação,7.778169597588765,8.22113412568147,0.039170239888747245,18
20,2003-11-09,Santa Catarina,1700.15,Ensino Fundamental,2,Casado,Comércio,7.43905977192945,7.843584373413662,0.03523003824313362,40
36,1987-09-27,Paraná,3861.92,Ensino Fundamental,0,Casado,Comércio,8.259178653158546,8.759776794469564,0.0395179047398308,0
47,1976-10-24,Amazonas,6081.45,Ensino Médio,0,Casado,Saúde,8.713162854319739,9.271521606266818,0.039170239888747245,0
30,1993-09-26,Amapá,5101.38,Ensino Superior,0,Casado,Saúde,8.53746237652406,9.073077674091868,0.0369683624985514,0
29,1994-12-18,Ceará,2443.38,Ensino Médio,0,Casado,Comércio,7.8015467910203435,8.247227883076079,0.04125622899524858,0
48,1976-03-23,Sergipe,10761.24,Ensino Superior,1,Casado,Comércio,9.283798990488313,9.919428159538603,0.034766485108355547,48
46,1978-01-02,Pernambuco,10789.48,Ensino Médio,1,Casado,Saúde,9.28641954289757,9.92241561563213,0.03905435160505273,46
44,1979-12-29,Rondônia,6303.77,Ensino Médio,2,Casado,Indústria,8.749061768748714,9.312128011082457,0.03569359137791169,88
56,1967-05-13,Amazonas,13937.67,Ensino Médio,0,Casado,Tecnologia,9.542422270867531,10.214794540861364,0.039170239888747245,0
34,1989-05-01,Tocantins,11127.47,Ensino Superior,2,Casado,Saúde,9.317261968512954,9.957584594489456,0.0369683624985514,68
46,1977-12-24,Distrito Federal,12216.39,Ensino Superior,3,Casado,Saúde,9.410615625625162,10.064127171513542,0.0363889210800788,138
35,1988-04-25,Tocantins,8219.17,Ensino Médio,0,Casado,Saúde,9.014346169101579,9.612838215595675,0.0369683624985514,0
60,1964-02-02,Minas Gerais,4739.76,Ensino Fundamental,1,Casado,Indústria,8.463952739389173,8.990198510233496,0.03673658593116236,60
36,1987-09-05,Mato Grosso do Sul,7769.92,Ensino Médio,2,Casado,Saúde,8.958143840470884,9.549036661737002,0.03557770309421718,72
34,1990-01-12,Acre,14499.59,Ensino Superior,0,Solteiro,Saúde,9.581944617236037,10.26002693776815,0.036620697647467844,0
21,2003-04-03,Roraima,2913.21,Ensino Fundamental,2,Casado,Tecnologia,7.977354050047341,8.443741009760478,0.037200139065940434,42
64,1960-03-12,Rio de Janeiro,4401.9,Ensino Superior,0,Casado,Comércio,8.39001869371042,8.90692752356374,0.03592536794530073,0
23,2000-11-24,Piauí,5183.17,Ensino Médio,0,Casado,Indústria,8.5533650307043,9.091018593010347,0.03743191563332947,0
58,1965-04-18,Pernambuco,20538.3,Ensino Superior,0,Casado,Saúde,9.930095403057612,10.65956919838736,0.03905435160505273,0
24,2000-02-17,Rondônia,4650.45,Ensino Superior,1,Casado,Educação,8.444934277930159,8.968769954988206,0.03569359137791169,24
30,1993-05-19,Alagoas,3963.92,Ensino Fundamental,0,Casado,Comércio,8.285240957320632,8.78906639207209,0.03279638428554873,0
51,1972-06-27,Maranhão,8590.86,Ensino Superior,0,Solteiro,Comércio,9.058570522388706,9.663077817699845,0.0363889210800788,0
34,1989-04-28,Amapá,4162.27,Ensino Médio,3,Solteiro,Saúde,8.334056102166072,8.8439553072593,0.0369683624985514,102
18,2005-10-06,Mato Grosso do Sul,4557.42,Ensino Médio,2,Divorciado,Comércio,8.424731351238407,8.946013133440257,0.03557770309421718,36
63,1960-11-24,Sergipe,8395.68,Ensino Superior,0,Casado,Comércio,9.035591668609005,9.636969543571686,0.034766485108355547,0
20,2003-08-16,Paraná,5629.47,Ensino Médio,1,Casado,Indústria,8.635948198999273,9.184251332172575,0.0395179047398308,20
21,2002-11-18,Pará,6410.17,Ensino Médio,0,Casado,Indústria,8.765797060559727,9.331064864091598,0.03812724533549658,0
79,1944-10-08,Piauí,4609.63,Ensino Médio,1,Casado,Educação,8.436119786089654,8.958840406638357,0.03743191563332947,79
31,1992-10-14,Ceará,2858.06,Ensino Fundamental,3,Solteiro,Tecnologia,7.958248178460968,8.422361304165122,0.04125622899524858,93
22,2001-10-28,Rio Grande do Sul,4336.68,Ensino Médio,1,Solteiro,Indústria,8.375094921953151,8.890129603408578,0.0400973461583034,22
65,1959-02-11,Ceará,7795.33,Ensino Médio,0,Solteiro,Comércio,8.96140838913128,9.552741232137695,0.04125622899524858,0
24,1999-07-11,Mato Grosso,7183.26,Ensino Superior,2,Casado,Saúde,8.879647800863886,9.460011675054044,0.03557770309421718,48
52,1971-05-09,Sergipe,11539.21,Ensino Médio,1,Solteiro,Comércio,9.353592737470173,9.999031458590553,0.034766485108355547,52
37,1986-04-29,Distrito Federal,3578.94,Ensino Médio,0,Casado,Comércio,8.183101319477762,8.67434040446038,0.0363889210800788,0
23,2001-01-23,Amazonas,11301.55,Pós-graduação,0,Casado,Tecnologia,9.33278364295902,9.975289429489262,0.039170239888747245,0
43,1980-09-03,Pernambuco,14621.56,Pós-graduação,1,Casado,Comércio,9.590320820574277,10.269616546197142,0.03905435160505273,43
40,1983-09-03,Espírito Santo,8943.72,Ensino Médio,0,Solteiro,Comércio,9.098818693049312,9.708827671671521,0.03430293197357747,0
18,2005-10-17,Rio de Janeiro,3379.71,Ensino Fundamental,0,Solteiro,Comércio,8.125841025589324,8.61009640717798,0.03592536794530073,0
30,1993-09-26,Pernambuco,7044.22,Ensino Médio,1,Casado,Comércio,8.860104651666353,9.43786246427488,0.03905435160505273,30
50,1973-07-28,Goiás,2431.25,Ensino Fundamental,0,Casado,Saúde,7.796572033855537,8.241674309516434,0.03905435160505273,0
56,1967-08-11,Piauí,16055.04,Pós-graduação,1,Casado,Saúde,9.683840381753589,10.3767606841412,0.03743191563332947,56
29,1994-12-03,Santa Catarina,12823.21,Ensino Superior,3,Casado,Tecnologia,9.459090069701162,10.119505431954769,0.03523003824313362,87
65,1958-11-12,Paraíba,7668.86,Ensino Superior,0,Casado,Indústria,8.945053641261207,9.534183775899098,0.03766369220071851,0
25,1998-12-28,Minas Gerais,3096.79,Ensino Médio,1,Casado,Comércio,8.038444233011088,8.512140374141552,0.03673658593116236,25
46,1977-12-19,Sergipe,17877.27,Ensino Superior,1,Divorciado,Tecnologia,9.791341287894202,10.500097894026764,0.034766485108355547,46
46,1978-03-11,Amazonas,6958.11,Ensino Médio,3,Solteiro,Educação,8.847806871588725,9.423927917332069,0.039170239888747245,138
47,1976-08-27,Alagoas,6181.7,Ensino Médio,2,Casado,Saúde,8.729510348245572,9.290010225970097,0.03279638428554873,94
39,1984-06-10,Amazonas,6191.66,Ensino Médio,1,Viúvo,Educação,8.73111999873663,9.29183093237568,0.039170239888747245,39
31,1993-03-06,Goiás,9181.32,Ensino Médio,0,Divorciado,Tecnologia,9.125035174996926,9.73864176846274,0.03905435160505273,0
53,1970-06-10,Sergipe,9347.17,Ensino Médio,0,Divorciado,Tecnologia,9.142935881201563,9.75900527695063,0.034766485108355547,0
47,1976-11-10,São Paulo,4709.05,Ensino Médio,1,Casado,Indústria,8.45745380266537,8.98287535595046,0.0382431336191911,47
31,1992-07-16,Minas Gerais,6317.55,Ensino Superior,0,Solteiro,Tecnologia,8.75124503043798,9.314598231555566,0.03673658593116236,0
26,1998-01-25,Piauí,9365.53,Ensino Superior,4,Casado,Indústria,9.144897975799951,9.761237631912913,0.03743191563332947,104
48,1975-06-21,Sergipe,10701.87,Ensino Superior,1,Casado,Tecnologia,9.278267208783356,9.913122235538149,0.034766485108355547,48
28,1995-05-07,Maranhão,4655.06,Ensino Médio,1,Casado,Comércio,8.445924875926181,8.96988594345757,0.0363889210800788,28
37,1986-12-20,Paraná,3529.75,Ensino Médio,1,Casado,Saúde,8.169265591949173,8.658812457207983,0.0395179047398308,37
20,2003-06-15,Amapá,1577.65,Ensino Fundamental,0,Casado,Educação,7.36432533040757,7.760621080013907,0.0369683624985514,0
34,1990-03-14,Minas Gerais,11255.37,Ensino Médio,2,Solteiro,Tecnologia,9.328689469611472,9.970619024311041,0.03673658593116236,68
31,1993-02-20,Amazonas,10630.62,Ensino Superior,0,Casado,Comércio,9.271587858595584,9.905508803226297,0.039170239888747245,0
24,1999-05-01,Goiás,4046.64,Ensino Médio,0,Casado,Educação,8.305889274206221,8.812279238447472,0.03905435160505273,0
57,1966-05-16,Maranhão,10236.07,Ensino Médio,3,Divorciado,Saúde,9.233770724837195,9.862416616596663,0.0363889210800788,171
30,1994-03-21,Roraima,2087.78,Ensino Fundamental,0,Casado,Educação,7.644335442463553,8.071913279699508,0.037200139065940434,0
52,1972-02-03,Rio Grande do Norte,5300.92,Ensino Médio,4,Solteiro,Educação,8.575824298089342,9.116363354916222,0.037316027349634955,208
19,2004-11-08,Alagoas,2850.48,Ensino Fundamental,1,Casado,Tecnologia,7.955593436719638,8.419391071584723,0.03279638428554873,19
54,1969-06-26,Maranhão,16866.83,Ensino Superior,0,Solteiro,Comércio,9.733163536560982,10.433326560829695,0.0363889210800788,0
39,1984-05-11,Maranhão,7552.46,Ensino Médio,1,Casado,Indústria,8.929761015411408,9.516835366152307,0.0363889210800788,39
23,2001-03-31,Espírito Santo,3104.81,Ensino Médio,0,Casado,Comércio,8.041029829912247,8.515036627701058,0.03430293197357747,0
47,1976-12-12,Santa Catarina,4280.54,Ensino Médio,0,Solteiro,Tecnologia,8.36206803694275,8.875469675369208,0.03523003824313362,0
40,1983-09-15,Rondônia,4179.46,Ensino Fundamental,1,Casado,Tecnologia,8.338176567310871,8.848590187568036,0.03569359137791169,40
32,1992-04-03,Rio Grande do Norte,7044.61,Ensino Médio,0,Solteiro,Indústria,8.860160006815779,9.437925192357657,0.037316027349634955,0
33,1991-02-10,Mato Grosso,7076.26,Ensino Médio,2,Divorciado,Saúde,8.864642106132035,9.44300443976119,0.03557770309421718,66
34,1989-12-13,Tocantins,2862.46,Ensino Fundamental,0,Solteiro,Indústria,7.9597859628171905,8.424081890485505,0.0369683624985514,0
20,2004-04-08,Rio de Janeiro,2250.39,Ensino Fundamental,0,Solteiro,Saúde,7.719303082230107,8.155465103192608,0.03592536794530073,0
23,2000-11-02,Pará,4112.94,Ensino Fundamental,3,Casado,Saúde,8.322136485760415,8.830549116236739,0.03812724533549658,69
58,1965-07-23,Mato Grosso,12102.74,Ensino Superior,1,Casado,Educação,9.40126977473517,10.053454623413133,0.03557770309421718,58
31,1992-09-01,Roraima,4600.74,Ensino Médio,0,Casado,Educação,8.434189771824144,8.956666405301094,0.037200139065940434,0
43,1980-12-20,Santa Catarina,5410.0,Ensino Médio,1,Casado,Indústria,8.596189197642735,9.13935161687272,0.03523003824313362,43
23,2000-04-18,Piauí,2436.39,Ensino Fundamental,0,Casado,Educação,7.798683073648566,8.244030922610063,0.03743191563332947,0
24,2000-02-20,Maranhão,1688.33,Ensino Fundamental,1,Divorciado,Educação,7.432087279606017,7.835840453147107,0.0363889210800788,24
18,2005-11-26,Paraná,4458.81,Ensino Superior,1,Casado,Educação,8.402861443209805,8.921385916271607,0.0395179047398308,18
48,1975-07-21,Goiás,6116.88,Ensino Médio,0,Casado,Saúde,8.718970910265464,9.278089888363171,0.03905435160505273,0
21,2003-04-11,Rondônia,6802.31,Ensino Médio,0,Casado,Tecnologia,8.825164537438571,9.398278337641802,0.03569359137791169,0
48,1976-02-26,Acre,3908.1,Ensino Médio,3,Divorciado,Comércio,8.27106244745602,8.773130822078755,0.036620697647467844,144
82,1941-07-04,Paraná,4372.02,Ensino Médio,1,Divorciado,Indústria,8.383209124921786,8.899262360625507,0.0395179047398308,82
54,1969-11-24,Pernambuco,5877.38,Ensino Fundamental,0,Casado,Saúde,8.679036492728683,9.232939261429584,0.03905435160505273,0
39,1984-08-09,Distrito Federal,3001.45,Ensino Fundamental,0,Casado,Indústria,8.007183901026137,8.477132508777899,0.0363889210800788,0
49,1974-04-21,Acre,17080.77,Ensino Superior,0,Viúvo,Saúde,9.745767091949926,10.447787167606974,0.036620697647467844,0
62,1962-01-17,Bahia,22723.87,Pós-graduação,1,Solteiro,Saúde,10.031215198457259,10.775983924477076,0.03592536794530073,62
24,1999-09-24,Minas Gerais,4600.44,Ensino Médio,2,Casado,Educação,8.43412457696756,8.956592969724737,0.03673658593116236,48
50,1973-09-07,Ceará,5919.06,Ensino Fundamental,3,Casado,Tecnologia,8.686101862961827,9.24092565340452,0.04125622899524858,150
68,1956-01-12,Acre,8226.63,Ensino Médio,0,Solteiro,Saúde,9.015253281361156,9.61386839528577,0.036620697647467844,0
